source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
OR7_20140728_HP_Prime_XS_acK_E_coli_Sara_50fm_AceA_CobB_bsa	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR7_20140728_HP_Prime_XS_acK_E_coli_Sara_50fm_AceA_CobB_bsa	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	OR7_20140728_HP_Prime_XS_acK_E_coli_Sara_50fm_AceA_CobB_bsa.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR7_20140728_HP_Prime_XS_acK_E_coli_Sara_50fm_AceA_CobB_bsa.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR8_20120806_MA_SaraSCX_2_fr21	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR8_20120806_MA_SaraSCX_2_fr21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	21	1	OR8_20120806_MA_SaraSCX_2_fr21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR8_20120806_MA_SaraSCX_2_fr21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr28	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	28	1	OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr28.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR6_120704_HP_SCC_coli_acKPD_1_40pr_mix1	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR6_120704_HP_SCC_coli_acKPD_1_40pr_mix1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	OR6_120704_HP_SCC_coli_acKPD_1_40pr_mix1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR6_120704_HP_SCC_coli_acKPD_1_40pr_mix1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr16	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	16	1	OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR6_121009_HP_SCC_acK_PD_2_mix2	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR6_121009_HP_SCC_acK_PD_2_mix2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	OR6_121009_HP_SCC_acK_PD_2_mix2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR6_121009_HP_SCC_acK_PD_2_mix2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR7_20140728_HP_Prime_XS_acK_E_coli_Sara_50fm_AceA_CobB_bsa2	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR7_20140728_HP_Prime_XS_acK_E_coli_Sara_50fm_AceA_CobB_bsa2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	OR7_20140728_HP_Prime_XS_acK_E_coli_Sara_50fm_AceA_CobB_bsa2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR7_20140728_HP_Prime_XS_acK_E_coli_Sara_50fm_AceA_CobB_bsa2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR8_20120806_MA_SaraSCX_2_fr23	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR8_20120806_MA_SaraSCX_2_fr23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	23	1	OR8_20120806_MA_SaraSCX_2_fr23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR8_20120806_MA_SaraSCX_2_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr32	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	32	1	OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR6_120720_HP_SCC_acK_PD_repl_40pr_1_mix4	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR6_120720_HP_SCC_acK_PD_repl_40pr_1_mix4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	OR6_120720_HP_SCC_acK_PD_repl_40pr_1_mix4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR6_120720_HP_SCC_acK_PD_repl_40pr_1_mix4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR6_121009_HP_SCC_acK_PD_2_mix4	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR6_121009_HP_SCC_acK_PD_2_mix4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	OR6_121009_HP_SCC_acK_PD_2_mix4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR6_121009_HP_SCC_acK_PD_2_mix4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR5_120706_HP_SCC_E_coli_scx_mix1_3_fr13	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR5_120706_HP_SCC_E_coli_scx_mix1_3_fr13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	13	1	OR5_120706_HP_SCC_E_coli_scx_mix1_3_fr13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR5_120706_HP_SCC_E_coli_scx_mix1_3_fr13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr22	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	22	1	OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR8_20120806_MA_SaraSCX_2_fr28	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR8_20120806_MA_SaraSCX_2_fr28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	28	1	OR8_20120806_MA_SaraSCX_2_fr28.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR8_20120806_MA_SaraSCX_2_fr28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR7_20140728_HP_Prime_XS_acK_E_coli_Sara_50fm_AceA_NAM	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR7_20140728_HP_Prime_XS_acK_E_coli_Sara_50fm_AceA_NAM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	OR7_20140728_HP_Prime_XS_acK_E_coli_Sara_50fm_AceA_NAM.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR7_20140728_HP_Prime_XS_acK_E_coli_Sara_50fm_AceA_NAM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR8_20120806_MA_SaraSCX_2_fr19	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR8_20120806_MA_SaraSCX_2_fr19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	19	1	OR8_20120806_MA_SaraSCX_2_fr19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR8_20120806_MA_SaraSCX_2_fr19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR6_121009_HP_SCC_acK_PD_2_mix5	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR6_121009_HP_SCC_acK_PD_2_mix5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	OR6_121009_HP_SCC_acK_PD_2_mix5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR6_121009_HP_SCC_acK_PD_2_mix5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr27	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	27	1	OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr27.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR5_120706_HP_SCC_E_coli_scx_mix1_1_fr27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR6_120704_HP_SCC_coli_acKPD_2_40pr_mix4	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR6_120704_HP_SCC_coli_acKPD_2_40pr_mix4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	OR6_120704_HP_SCC_coli_acKPD_2_40pr_mix4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR6_120704_HP_SCC_coli_acKPD_2_40pr_mix4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR8_20120806_MA_SaraSCX_2_fr15	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR8_20120806_MA_SaraSCX_2_fr15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	15	1	OR8_20120806_MA_SaraSCX_2_fr15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR8_20120806_MA_SaraSCX_2_fr15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR7_20121017_HP_SCC_2nd_mix2	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR7_20121017_HP_SCC_2nd_mix2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	OR7_20121017_HP_SCC_2nd_mix2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR7_20121017_HP_SCC_2nd_mix2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR6_121009_HP_SCC_acK_PD_1_mix7	escherichia coli	not available	not applicable	not available	antibody enrichment	1	OR6_121009_HP_SCC_acK_PD_1_mix7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	OR6_121009_HP_SCC_acK_PD_1_mix7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/OR6_121009_HP_SCC_acK_PD_1_mix7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
