source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[material type]	characteristics[sample type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]
Col0_root_control_12h_B	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	untreated	organism part	study sample	2	130702_C12B_1_25_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	1	1	130702_C12B_1_25_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated
Col0_root_control_24h_A	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	untreated	organism part	study sample	1	130702_C24A_3_50_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	2	3	130702_C24A_3_50_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated
Col0_root_control_24h_B	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	untreated	organism part	study sample	2	130702_C24B_2_25_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	1	2	130702_C24B_2_25_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated
Col0_root_control_24h_B	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	untreated	organism part	study sample	2	130702_C24B_2_350_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	5	2	130702_C24B_2_350_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated
Col0_root_control_8h_A	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	untreated	organism part	study sample	1	130702_C8A_2_50_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	2	2	130702_C8A_2_50_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated
Col0_root_IAA_12h_A	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	indole-3-acetic acid	organism part	study sample	1	130702_I12A_3_150_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	4	3	130702_I12A_3_150_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	indole-3-acetic acid
Col0_root_IAA_12h_A	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	indole-3-acetic acid	organism part	study sample	1	130702_I12A_3_25_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	1	3	130702_I12A_3_25_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	indole-3-acetic acid
Col0_root_IAA_24h_A	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	indole-3-acetic acid	organism part	study sample	1	130702_I24A_2_25_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	1	2	130702_I24A_2_25_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	indole-3-acetic acid
Col0_root_IAA_24h_B	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	indole-3-acetic acid	organism part	study sample	2	130702_I24B_1_150_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	4	1	130702_I24B_1_150_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	indole-3-acetic acid
Col0_root_IAA_24h_B	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	indole-3-acetic acid	organism part	study sample	2	130702_I24B_1_50_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	2	1	130702_I24B_1_50_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	indole-3-acetic acid
Col0_root_IAA_8h_A	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	indole-3-acetic acid	organism part	study sample	1	130702_I8A_1_50_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	2	1	130702_I8A_1_50_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	indole-3-acetic acid
Col0_root_IAA_8h_B	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	indole-3-acetic acid	organism part	study sample	2	130702_I8B_1_25_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	1	1	130702_I8B_1_25_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	indole-3-acetic acid
Col0_root_control_12h_B	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	untreated	organism part	study sample	2	130703_C12B_1_50_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	2	1	130703_C12B_1_50_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated
Col0_root_control_24h_A	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	untreated	organism part	study sample	1	130703_C24A_2_150_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	4	2	130703_C24A_2_150_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated
Col0_root_control_8h_A	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	untreated	organism part	study sample	1	130703_C8A_1_150_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	4	1	130703_C8A_1_150_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated
Col0_root_IAA_12h_A	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	indole-3-acetic acid	organism part	study sample	1	130703_I12A_3_50_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	2	3	130703_I12A_3_50_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	indole-3-acetic acid
Col0_root_IAA_24h_A	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	indole-3-acetic acid	organism part	study sample	1	130703_I24A_3_150_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	4	3	130703_I24A_3_150_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	indole-3-acetic acid
Col0_root_IAA_8h_B	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	indole-3-acetic acid	organism part	study sample	2	130703_I8B_1_75_mM	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	3	1	130703_I8B_1_75_mM.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	indole-3-acetic acid
Col0_root_control_12h_A	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	untreated	organism part	study sample	1	130705_C12A_2_1M	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	6	2	130705_C12A_2_1M.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated
Col0_root_control_12h_A	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	untreated	organism part	study sample	1	130705_C12A_3_1M	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	6	3	130705_C12A_3_1M.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated
Col0_root_control_12h_B	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	untreated	organism part	study sample	2	130705_C12B_1_1M	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	6	1	130705_C12B_1_1M.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated
Col0_root_control_24h_A	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	untreated	organism part	study sample	1	130705_C24A_2_1M	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	6	2	130705_C24A_2_1M.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated
Col0_root_control_24h_A	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	untreated	organism part	study sample	1	130705_C24A_3_1M	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	6	3	130705_C24A_3_1M.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated
Col0_root_control_24h_B	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	untreated	organism part	study sample	2	130705_C24B_2_1M	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	6	2	130705_C24B_2_1M.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated
Col0_root_control_8h_A	Arabidopsis thaliana	root	not applicable	normal	seedling development stage	Col-0	1x MS agar 0.8 percent, 1 percent sucrose, 22 C, 60 percent RH, 24 h light 100 micromol m-2 s-1, 5 d after germination	untreated	organism part	study sample	1	130705_C8A_2_1M	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Synapt G2 HDMS;AC=MS:1001777	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	50	1800	not applicable	NT=MSE;AC=PRIDE:0000451	6	2	130705_C8A_2_1M.raw.zip	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated
