source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[cell line]
p88_notpre_HEPG2_CM_g8	Homo sapiens	Urine	not applicable	cell lysate	1	p88_notpre_HEPG2_CM_g8	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p88_notpre_HEPG2_CM_g8.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
KMS-26_Lysate_mix6	Homo sapiens	Urine	not applicable	cell lysate	1	KMS-26_Lysate_mix6	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	KMS-26_Lysate_mix6.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p88_notpre_HEPG2_CM_e7_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p88_notpre_HEPG2_CM_e7_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p88_notpre_HEPG2_CM_e7_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p83_plasma_set4_d10	Homo sapiens	Urine	not applicable	cell lysate	1	p83_plasma_set4_d10	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p83_plasma_set4_d10.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P41_NCIH661_lyse_d9	Homo sapiens	Urine	not applicable	cell lysate	1	P41_NCIH661_lyse_d9	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P41_NCIH661_lyse_d9.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p46_NoMo1_lysate_6a-h	Homo sapiens	Urine	not applicable	cell lysate	1	p46_NoMo1_lysate_6a-h	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p46_NoMo1_lysate_6a-h.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
RPMI-8402_Lysate_mix4	Homo sapiens	Urine	not applicable	conditioned media	1	RPMI-8402_Lysate_mix4	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	RPMI-8402_Lysate_mix4.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	conditioned media
p94_2nd_CM_OVKate_cyshB	Homo sapiens	Urine	not applicable	cell lysate	1	p94_2nd_CM_OVKate_cyshB	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p94_2nd_CM_OVKate_cyshB.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p74_serum_set5_cysH_151105104509	Homo sapiens	Urine	not applicable	cell lysate	1	p74_serum_set5_cysH_151105104509	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p74_serum_set5_cysH_151105104509.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p88_notpre_BCPAP_lysate_f1	Homo sapiens	Urine	not applicable	cell lysate	1	p88_notpre_BCPAP_lysate_f1	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p88_notpre_BCPAP_lysate_f1.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p67_serum_cysH	Homo sapiens	Urine	not applicable	cell lysate	1	p67_serum_cysH	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p67_serum_cysH.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P41_IPC298_lyse_d3	Homo sapiens	Urine	not applicable	cell lysate	1	P41_IPC298_lyse_d3	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P41_IPC298_lyse_d3.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
RPMI-8402_Lysate_mix14	Homo sapiens	Urine	not applicable	conditioned media	1	RPMI-8402_Lysate_mix14	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	RPMI-8402_Lysate_mix14.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	conditioned media
p66_panc_lysate_gapdh_150820235702	Homo sapiens	Urine	not applicable	cell lysate	1	p66_panc_lysate_gapdh_150820235702	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_panc_lysate_gapdh_150820235702.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p94_2nd_lysate_OVKate_cyshB	Homo sapiens	Urine	not applicable	cell lysate	1	p94_2nd_lysate_OVKate_cyshB	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p94_2nd_lysate_OVKate_cyshB.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p88_notpre_HEPG2_CM_e8_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p88_notpre_HEPG2_CM_e8_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p88_notpre_HEPG2_CM_e8_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
