source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepB_TiO2_3_SCX_01	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepB_TiO2_3_SCX_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepB_TiO2_3_SCX_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepB_TiO2_3_SCX_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_3_SCX_04	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	4	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_3_SCX_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_3_SCX_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_3_SCX_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20150129_QE1_UPLC4_SS_SA_BCRIPexp5_ingel4	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	20150129_QE1_UPLC4_SS_SA_BCRIPexp5_ingel4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20150129_QE1_UPLC4_SS_SA_BCRIPexp5_ingel4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20150129_QE1_UPLC4_SS_SA_BCRIPexp5_ingel4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20120721_QE2_LC6_SAW_SA_A20_SILAC_BCR_pulldown_B1	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	20120721_QE2_LC6_SAW_SA_A20_SILAC_BCR_pulldown_B1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20120721_QE2_LC6_SAW_SA_A20_SILAC_BCR_pulldown_B1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20120721_QE2_LC6_SAW_SA_A20_SILAC_BCR_pulldown_B1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20150129_QE1_UPLC4_SS_SA_BCRIPexp5_ingel6	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	20150129_QE1_UPLC4_SS_SA_BCRIPexp5_ingel6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20150129_QE1_UPLC4_SS_SA_BCRIPexp5_ingel6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20150129_QE1_UPLC4_SS_SA_BCRIPexp5_ingel6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20120523_QE3_LC2_SAW_SA_A20_SILAC_IgG_RepA_pY_SCX_pH85	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	20120523_QE3_LC2_SAW_SA_A20_SILAC_IgG_RepA_pY_SCX_pH85	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20120523_QE3_LC2_SAW_SA_A20_SILAC_IgG_RepA_pY_SCX_pH85.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20120523_QE3_LC2_SAW_SA_A20_SILAC_IgG_RepA_pY_SCX_pH85.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_3	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	3	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_1	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_3_SCX_02	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	2	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_3_SCX_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_3_SCX_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_3_SCX_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20150127_QE1_UPLC4_SS_SA_BCRIPexp4_ingel8	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	20150127_QE1_UPLC4_SS_SA_BCRIPexp4_ingel8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20150127_QE1_UPLC4_SS_SA_BCRIPexp4_ingel8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20150127_QE1_UPLC4_SS_SA_BCRIPexp4_ingel8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20120521_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepB_GG_SCX_02	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	2	20120521_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepB_GG_SCX_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20120521_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepB_GG_SCX_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20120521_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepB_GG_SCX_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20150129_QE1_UPLC4_SS_SA_BCRIPexp5_ingel9	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	20150129_QE1_UPLC4_SS_SA_BCRIPexp5_ingel9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20150129_QE1_UPLC4_SS_SA_BCRIPexp5_ingel9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20150129_QE1_UPLC4_SS_SA_BCRIPexp5_ingel9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20120521_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_GG_SCX_04	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	4	20120521_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_GG_SCX_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20120521_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_GG_SCX_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20120521_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_GG_SCX_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_1_SCX_04	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	4	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_1_SCX_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_1_SCX_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_1_SCX_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_2_SCX_05	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	5	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_2_SCX_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_2_SCX_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_2_SCX_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepB_TiO2_2	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	2	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepB_TiO2_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepB_TiO2_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepB_TiO2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20120521_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepB_GG_SCX_06	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	6	20120521_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepB_GG_SCX_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20120521_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepB_GG_SCX_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20120521_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepB_GG_SCX_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20150127_QE1_UPLC4_SS_SA_BCRIPexp4_ingel2	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	20150127_QE1_UPLC4_SS_SA_BCRIPexp4_ingel2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20150127_QE1_UPLC4_SS_SA_BCRIPexp4_ingel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20150127_QE1_UPLC4_SS_SA_BCRIPexp4_ingel2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20120801_QE3_LC1_SAW_SA_A20_SILAC_BCR_pulldown_2_1	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	20120801_QE3_LC1_SAW_SA_A20_SILAC_BCR_pulldown_2_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20120801_QE3_LC1_SAW_SA_A20_SILAC_BCR_pulldown_2_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20120801_QE3_LC1_SAW_SA_A20_SILAC_BCR_pulldown_2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20150127_QE1_UPLC4_SS_SA_BCRIPexp4_ingel9	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	20150127_QE1_UPLC4_SS_SA_BCRIPexp4_ingel9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20150127_QE1_UPLC4_SS_SA_BCRIPexp4_ingel9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20150127_QE1_UPLC4_SS_SA_BCRIPexp4_ingel9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_2	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	2	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20120611_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_TiO2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20150127_QE1_UPLC4_SS_SA_BCRIPexp4_ingel3	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	20150127_QE1_UPLC4_SS_SA_BCRIPexp4_ingel3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20150127_QE1_UPLC4_SS_SA_BCRIPexp4_ingel3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20150127_QE1_UPLC4_SS_SA_BCRIPexp4_ingel3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
20120521_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_GG_SCX_06	mus musculus	blood	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	6	20120521_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_GG_SCX_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20120521_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_GG_SCX_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001440/20120521_QE4_LC6_SAW_SA_A20_SILAC_IgG_RepA_GG_SCX_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	blood
