source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[age]	characteristics[sex]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[culture medium]	characteristics[antibody enrichment]	characteristics[dose]	characteristics[exposure duration]	characteristics[pretreatment]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[ms1 scan range]	comment[elution conditions]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	factor value[antibody enrichment]	factor value[cell line]	factor value[exposure duration]	factor value[pretreatment]	factor value[treatment]
CellLinePanel_PC3_DMSO_3	Homo sapiens	prostate gland	not available	3	prostate carcinoma	cell line	Dimethyl Sulfoxide	62Y	male	PC-3	CVCL_0035	PC-3	bone tissue	Ham's F-12 Nutrient Mixture	N8C_Fab3b	not available	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_PC3_DMSO_3	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_PC3_DMSO_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	PC-3	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_PC3_MLN_1	Homo sapiens	prostate gland	not available	1	prostate carcinoma	cell line	Pevonedistat	62Y	male	PC-3	CVCL_0035	PC-3	bone tissue	Ham's F-12 Nutrient Mixture	N8C_Fab3b	1 uM	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_PC3_MLN_1	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_PC3_MLN_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	PC-3	2 hour	not available	Pevonedistat
CellLinePanel_PC3_MLN_2	Homo sapiens	prostate gland	not available	2	prostate carcinoma	cell line	Pevonedistat	62Y	male	PC-3	CVCL_0035	PC-3	bone tissue	Ham's F-12 Nutrient Mixture	N8C_Fab3b	1 uM	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_PC3_MLN_2	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_PC3_MLN_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	PC-3	2 hour	not available	Pevonedistat
CellLinePanel_PC3_MLN_3	Homo sapiens	prostate gland	not available	3	prostate carcinoma	cell line	Pevonedistat	62Y	male	PC-3	CVCL_0035	PC-3	bone tissue	Ham's F-12 Nutrient Mixture	N8C_Fab3b	1 uM	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_PC3_MLN_3	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_PC3_MLN_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	PC-3	2 hour	not available	Pevonedistat
CellLinePanel_SKBR3_DMSO_1	Homo sapiens	breast	not available	1	breast adenocarcinoma	cell line	Dimethyl Sulfoxide	43Y	female	SKBR3	CVCL_0033	SK-BR-3	pleural effusion	not available	N8C_Fab3b	not available	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_SKBR3_DMSO_1	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_SKBR3_DMSO_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SKBR3	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_SKBR3_DMSO_2	Homo sapiens	breast	not available	2	breast adenocarcinoma	cell line	Dimethyl Sulfoxide	43Y	female	SKBR3	CVCL_0033	SK-BR-3	pleural effusion	not available	N8C_Fab3b	not available	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_SKBR3_DMSO_2	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_SKBR3_DMSO_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SKBR3	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_SKBR3_DMSO_3	Homo sapiens	breast	not available	3	breast adenocarcinoma	cell line	Dimethyl Sulfoxide	43Y	female	SKBR3	CVCL_0033	SK-BR-3	pleural effusion	not available	N8C_Fab3b	not available	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_SKBR3_DMSO_3	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_SKBR3_DMSO_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SKBR3	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_SKBR3_MLN_1	Homo sapiens	breast	not available	1	breast adenocarcinoma	cell line	Pevonedistat	43Y	female	SKBR3	CVCL_0033	SK-BR-3	pleural effusion	not available	N8C_Fab3b	1 uM	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_SKBR3_MLN_1	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_SKBR3_MLN_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SKBR3	2 hour	not available	Pevonedistat
CellLinePanel_SKBR3_MLN_2	Homo sapiens	breast	not available	2	breast adenocarcinoma	cell line	Pevonedistat	43Y	female	SKBR3	CVCL_0033	SK-BR-3	pleural effusion	not available	N8C_Fab3b	1 uM	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_SKBR3_MLN_2	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_SKBR3_MLN_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SKBR3	2 hour	not available	Pevonedistat
CellLinePanel_SKBR3_MLN_3	Homo sapiens	breast	not available	3	breast adenocarcinoma	cell line	Pevonedistat	43Y	female	SKBR3	CVCL_0033	SK-BR-3	pleural effusion	not available	N8C_Fab3b	1 uM	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_SKBR3_MLN_3	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_SKBR3_MLN_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SKBR3	2 hour	not available	Pevonedistat
K562_TNF_CTRL_1	Homo sapiens	bone marrow	not available	1	blast phase chronic myelogenous leukemia, BCR-ABL1 positive	cell line	PBS	53Y	female	K562	CVCL_0004	K-562	pleural effusion	Iscove's Modified Dulbecco's Medium	N8C_Fab3b	not available	5 minute	serum starvation 3 h; MG132 10 uM + CB-5083 10 uM, 5 min	20220617_EXPL4_LuHe_SA_H341_CTRL_1	proteomic profiling by mass spectrometry	1	20220617_EXPL4_LuHe_SA_H341_CTRL_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	K562_TNF	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	K562	5 minute	serum starvation 3 h; MG132 10 uM + CB-5083 10 uM, 5 min	PBS
K562_TNF_CTRL_2	Homo sapiens	bone marrow	not available	2	blast phase chronic myelogenous leukemia, BCR-ABL1 positive	cell line	PBS	53Y	female	K562	CVCL_0004	K-562	pleural effusion	Iscove's Modified Dulbecco's Medium	N8C_Fab3b	not available	5 minute	serum starvation 3 h; MG132 10 uM + CB-5083 10 uM, 5 min	20220617_EXPL4_LuHe_SA_H341_CTRL_2	proteomic profiling by mass spectrometry	1	20220617_EXPL4_LuHe_SA_H341_CTRL_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	K562_TNF	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	K562	5 minute	serum starvation 3 h; MG132 10 uM + CB-5083 10 uM, 5 min	PBS
K562_TNF_CTRL_3	Homo sapiens	bone marrow	not available	3	blast phase chronic myelogenous leukemia, BCR-ABL1 positive	cell line	PBS	53Y	female	K562	CVCL_0004	K-562	pleural effusion	Iscove's Modified Dulbecco's Medium	N8C_Fab3b	not available	5 minute	serum starvation 3 h; MG132 10 uM + CB-5083 10 uM, 5 min	20220617_EXPL4_LuHe_SA_H341_CTRL_3	proteomic profiling by mass spectrometry	1	20220617_EXPL4_LuHe_SA_H341_CTRL_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	K562_TNF	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	K562	5 minute	serum starvation 3 h; MG132 10 uM + CB-5083 10 uM, 5 min	PBS
K562_TNF_CTRL_4	Homo sapiens	bone marrow	not available	4	blast phase chronic myelogenous leukemia, BCR-ABL1 positive	cell line	PBS	53Y	female	K562	CVCL_0004	K-562	pleural effusion	Iscove's Modified Dulbecco's Medium	N8C_Fab3b	not available	5 minute	serum starvation 3 h; MG132 10 uM + CB-5083 10 uM, 5 min	20220617_EXPL4_LuHe_SA_H341_CTRL_4	proteomic profiling by mass spectrometry	1	20220617_EXPL4_LuHe_SA_H341_CTRL_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	K562_TNF	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	K562	5 minute	serum starvation 3 h; MG132 10 uM + CB-5083 10 uM, 5 min	PBS
K562_TNF_TNF_1	Homo sapiens	bone marrow	not available	1	blast phase chronic myelogenous leukemia, BCR-ABL1 positive	cell line	Tumor Necrosis Factor	53Y	female	K562	CVCL_0004	K-562	pleural effusion	Iscove's Modified Dulbecco's Medium	N8C_Fab3b	25 ng/mL	5 minute	serum starvation 3 h; MG132 10 uM + CB-5083 10 uM, 5 min	20220617_EXPL4_LuHe_SA_H341_TNF_1	proteomic profiling by mass spectrometry	1	20220617_EXPL4_LuHe_SA_H341_TNF_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	K562_TNF	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	K562	5 minute	serum starvation 3 h; MG132 10 uM + CB-5083 10 uM, 5 min	Tumor Necrosis Factor
K562_TNF_TNF_2	Homo sapiens	bone marrow	not available	2	blast phase chronic myelogenous leukemia, BCR-ABL1 positive	cell line	Tumor Necrosis Factor	53Y	female	K562	CVCL_0004	K-562	pleural effusion	Iscove's Modified Dulbecco's Medium	N8C_Fab3b	25 ng/mL	5 minute	serum starvation 3 h; MG132 10 uM + CB-5083 10 uM, 5 min	20220617_EXPL4_LuHe_SA_H341_TNF_2	proteomic profiling by mass spectrometry	1	20220617_EXPL4_LuHe_SA_H341_TNF_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	K562_TNF	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	K562	5 minute	serum starvation 3 h; MG132 10 uM + CB-5083 10 uM, 5 min	Tumor Necrosis Factor
K562_TNF_TNF_3	Homo sapiens	bone marrow	not available	3	blast phase chronic myelogenous leukemia, BCR-ABL1 positive	cell line	Tumor Necrosis Factor	53Y	female	K562	CVCL_0004	K-562	pleural effusion	Iscove's Modified Dulbecco's Medium	N8C_Fab3b	25 ng/mL	5 minute	serum starvation 3 h; MG132 10 uM + CB-5083 10 uM, 5 min	20220617_EXPL4_LuHe_SA_H341_TNF_3	proteomic profiling by mass spectrometry	1	20220617_EXPL4_LuHe_SA_H341_TNF_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	K562_TNF	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	K562	5 minute	serum starvation 3 h; MG132 10 uM + CB-5083 10 uM, 5 min	Tumor Necrosis Factor
K562_TNF_TNF_4	Homo sapiens	bone marrow	not available	4	blast phase chronic myelogenous leukemia, BCR-ABL1 positive	cell line	Tumor Necrosis Factor	53Y	female	K562	CVCL_0004	K-562	pleural effusion	Iscove's Modified Dulbecco's Medium	N8C_Fab3b	25 ng/mL	5 minute	serum starvation 3 h; MG132 10 uM + CB-5083 10 uM, 5 min	20220617_EXPL4_LuHe_SA_H341_TNF_4	proteomic profiling by mass spectrometry	1	20220617_EXPL4_LuHe_SA_H341_TNF_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	K562_TNF	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	K562	5 minute	serum starvation 3 h; MG132 10 uM + CB-5083 10 uM, 5 min	Tumor Necrosis Factor
