source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[individual]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[biorepository]	characteristics[culture medium]	characteristics[passage number]	characteristics[sample storage temperature]	characteristics[material type]	characteristics[mass]	characteristics[spiked compound]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms2 scan range]	comment[elution conditions]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[associated data file]	comment[associated file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[spiked compound]	factor value[mass]
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 51	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	31	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_31_G10_01_2624.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 52	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	32	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_32_H10_01_2625.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 53	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	33	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_33_A11_01_2626.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 54	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	34	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_34_B11_01_2627.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 55	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	35	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_35_C11_01_2628.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 56	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	36	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_36_D11_01_2629.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 57	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	37	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_37_E11_01_2630.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 58	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	38	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_38_F11_01_2631.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 59	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	39	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_39_G11_01_2632.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 60	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	40	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_40_H11_01_2633.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 61	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	41	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_41_A12_01_2634.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 62	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	42	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_42_B12_01_2635.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 63	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	43	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_43_C12_01_2636.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
