source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[synthetic peptide]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[mhc protein complex]	characteristics[immunopeptidome enrichment method]	characteristics[mhc typing]	characteristics[mhc typing method]	characteristics[antibody enrichment]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[fractionation method]	comment[elution conditions]	comment[acquisition date]	comment[lc batch]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[source name]
PXD022150_721.221-A0101_Fnucleatum_HLA-I_BR2	Homo sapiens	blood	B cell	2	not pooled	study sample	not applicable	cell line	transduced with HLA-A*01:01 and coculture with Fusobacterium nucleatum	not synthetic	not available	not available	female	not applicable	721.221	CVCL_6263	721.221	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-A*01:01	not available	W6/32 (pan-HLA class I, from HB95 hybridoma)	PXD022150_721.221-A0101_Fnucleatum_HLA-I_BR2_R1	proteomic profiling by mass spectrometry	QEP2_11198_YSA_281_1_250320_200401162336.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022150/QEP2_11198_YSA_281_1_250320_200401162336.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	NT=HCD;AC=MS:1000422	20 ppm	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	not applicable	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	not applicable	gradient 5-28% acetonitrile over 120 min, 28-35% over 15 min, 35-95% over 15 min, held at 95% for 10 min; 0.35 uL/min; T3 HSS nano-column 75 um x 250 mm, 1.8 um	2020-03-25	QEP2-11198	v1.1.0	sdrf-pipelines v0.1.5	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	PXD022150_721.221-A0101_Fnucleatum_HLA-I_BR2
PXD022150_721.221-A0101_Fnucleatum_HLA-I_BR3	Homo sapiens	blood	B cell	3	not pooled	study sample	not applicable	cell line	transduced with HLA-A*01:01 and coculture with Fusobacterium nucleatum	not synthetic	not available	not available	female	not applicable	721.221	CVCL_6263	721.221	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-A*01:01	not available	W6/32 (pan-HLA class I, from HB95 hybridoma)	PXD022150_721.221-A0101_Fnucleatum_HLA-I_BR3_R1	proteomic profiling by mass spectrometry	QEP2_11198_YSA_282_1_250320.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022150/QEP2_11198_YSA_282_1_250320.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	NT=HCD;AC=MS:1000422	20 ppm	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	not applicable	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	not applicable	gradient 5-28% acetonitrile over 120 min, 28-35% over 15 min, 35-95% over 15 min, held at 95% for 10 min; 0.35 uL/min; T3 HSS nano-column 75 um x 250 mm, 1.8 um	2020-03-25	QEP2-11198	v1.1.0	sdrf-pipelines v0.1.5	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	PXD022150_721.221-A0101_Fnucleatum_HLA-I_BR3
PXD022150_721.221-A0101_Fnucleatum_HLA-II_BR1	Homo sapiens	blood	B cell	1	not pooled	study sample	not applicable	cell line	transduced with HLA-A*01:01 and coculture with Fusobacterium nucleatum	not synthetic	not available	not available	female	not applicable	721.221	CVCL_6263	721.221	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	HLA-A*01:01	not available	HB-145 (pan-HLA class II)	PXD022150_721.221-A0101_Fnucleatum_HLA-II_BR1_R1	proteomic profiling by mass spectrometry	QEP2_11198_YSA_283_1_250320.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022150/QEP2_11198_YSA_283_1_250320.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	NT=HCD;AC=MS:1000422	20 ppm	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	not applicable	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	not applicable	gradient 5-28% acetonitrile over 120 min, 28-35% over 15 min, 35-95% over 15 min, held at 95% for 10 min; 0.35 uL/min; T3 HSS nano-column 75 um x 250 mm, 1.8 um	2020-03-25	QEP2-11198	v1.1.0	sdrf-pipelines v0.1.5	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	PXD022150_721.221-A0101_Fnucleatum_HLA-II_BR1
PXD022150_721.221-A0101_Fnucleatum_HLA-II_BR2	Homo sapiens	blood	B cell	2	not pooled	study sample	not applicable	cell line	transduced with HLA-A*01:01 and coculture with Fusobacterium nucleatum	not synthetic	not available	not available	female	not applicable	721.221	CVCL_6263	721.221	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	HLA-A*01:01	not available	HB-145 (pan-HLA class II)	PXD022150_721.221-A0101_Fnucleatum_HLA-II_BR2_R1	proteomic profiling by mass spectrometry	QEP2_11198_YSA_284_1_250320.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022150/QEP2_11198_YSA_284_1_250320.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	NT=HCD;AC=MS:1000422	20 ppm	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	not applicable	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	not applicable	gradient 5-28% acetonitrile over 120 min, 28-35% over 15 min, 35-95% over 15 min, held at 95% for 10 min; 0.35 uL/min; T3 HSS nano-column 75 um x 250 mm, 1.8 um	2020-03-25	QEP2-11198	v1.1.0	sdrf-pipelines v0.1.5	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	PXD022150_721.221-A0101_Fnucleatum_HLA-II_BR2
PXD022150_721.221-A0101_Fnucleatum_HLA-II_BR3	Homo sapiens	blood	B cell	3	not pooled	study sample	not applicable	cell line	transduced with HLA-A*01:01 and coculture with Fusobacterium nucleatum	not synthetic	not available	not available	female	not applicable	721.221	CVCL_6263	721.221	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	HLA-A*01:01	not available	HB-145 (pan-HLA class II)	PXD022150_721.221-A0101_Fnucleatum_HLA-II_BR3_R1	proteomic profiling by mass spectrometry	QEP2_11198_YSA_285_1_250320_200401102334.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022150/QEP2_11198_YSA_285_1_250320_200401102334.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	NT=HCD;AC=MS:1000422	20 ppm	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	not applicable	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	not applicable	gradient 5-28% acetonitrile over 120 min, 28-35% over 15 min, 35-95% over 15 min, held at 95% for 10 min; 0.35 uL/min; T3 HSS nano-column 75 um x 250 mm, 1.8 um	2020-03-25	QEP2-11198	v1.1.0	sdrf-pipelines v0.1.5	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	PXD022150_721.221-A0101_Fnucleatum_HLA-II_BR3
PXD022150_721.221_Fnucleatum_HLA-I_BR1	Homo sapiens	blood	B cell	1	not pooled	study sample	not applicable	cell line	coculture with Fusobacterium nucleatum	not synthetic	not available	not available	female	not applicable	721.221	CVCL_6263	721.221	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	W6/32 (pan-HLA class I, from HB95 hybridoma)	PXD022150_721.221_Fnucleatum_HLA-I_BR1_R1	proteomic profiling by mass spectrometry	QEP2_11198_YSA_270_1_250320.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022150/QEP2_11198_YSA_270_1_250320.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	NT=HCD;AC=MS:1000422	20 ppm	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	not applicable	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	not applicable	gradient 5-28% acetonitrile over 120 min, 28-35% over 15 min, 35-95% over 15 min, held at 95% for 10 min; 0.35 uL/min; T3 HSS nano-column 75 um x 250 mm, 1.8 um	2020-03-25	QEP2-11198	v1.1.0	sdrf-pipelines v0.1.5	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	PXD022150_721.221_Fnucleatum_HLA-I_BR1
PXD022150_721.221_Fnucleatum_HLA-I_BR2	Homo sapiens	blood	B cell	2	not pooled	study sample	not applicable	cell line	coculture with Fusobacterium nucleatum	not synthetic	not available	not available	female	not applicable	721.221	CVCL_6263	721.221	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	W6/32 (pan-HLA class I, from HB95 hybridoma)	PXD022150_721.221_Fnucleatum_HLA-I_BR2_R1	proteomic profiling by mass spectrometry	QEP2_11198_YSA_271_1_250320.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022150/QEP2_11198_YSA_271_1_250320.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	NT=HCD;AC=MS:1000422	20 ppm	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	not applicable	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	not applicable	gradient 5-28% acetonitrile over 120 min, 28-35% over 15 min, 35-95% over 15 min, held at 95% for 10 min; 0.35 uL/min; T3 HSS nano-column 75 um x 250 mm, 1.8 um	2020-03-25	QEP2-11198	v1.1.0	sdrf-pipelines v0.1.5	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	PXD022150_721.221_Fnucleatum_HLA-I_BR2
PXD022150_721.221_Fnucleatum_HLA-I_BR3	Homo sapiens	blood	B cell	3	not pooled	study sample	not applicable	cell line	coculture with Fusobacterium nucleatum	not synthetic	not available	not available	female	not applicable	721.221	CVCL_6263	721.221	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	W6/32 (pan-HLA class I, from HB95 hybridoma)	PXD022150_721.221_Fnucleatum_HLA-I_BR3_R1	proteomic profiling by mass spectrometry	QEP2_11198_YSA_272_1_250320.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022150/QEP2_11198_YSA_272_1_250320.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	NT=HCD;AC=MS:1000422	20 ppm	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	not applicable	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	not applicable	gradient 5-28% acetonitrile over 120 min, 28-35% over 15 min, 35-95% over 15 min, held at 95% for 10 min; 0.35 uL/min; T3 HSS nano-column 75 um x 250 mm, 1.8 um	2020-03-25	QEP2-11198	v1.1.0	sdrf-pipelines v0.1.5	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	PXD022150_721.221_Fnucleatum_HLA-I_BR3
PXD022150_IHW01070_Fnucleatum_HLA-I_BR1	Homo sapiens	not available	B cell	1	not pooled	study sample	not applicable	cell line	coculture with Fusobacterium nucleatum	not synthetic	not available	not available	not available	not applicable	IHW01070	not available	not available	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	W6/32 (pan-HLA class I, from HB95 hybridoma)	PXD022150_IHW01070_Fnucleatum_HLA-I_BR1_R1	proteomic profiling by mass spectrometry	QEP2_11198_YSA_245_1_250320.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022150/QEP2_11198_YSA_245_1_250320.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	NT=HCD;AC=MS:1000422	20 ppm	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	not applicable	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	not applicable	gradient 5-28% acetonitrile over 120 min, 28-35% over 15 min, 35-95% over 15 min, held at 95% for 10 min; 0.35 uL/min; T3 HSS nano-column 75 um x 250 mm, 1.8 um	2020-03-25	QEP2-11198	v1.1.0	sdrf-pipelines v0.1.5	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	PXD022150_IHW01070_Fnucleatum_HLA-I_BR1
PXD022150_IHW01070_Fnucleatum_HLA-I_BR2	Homo sapiens	not available	B cell	2	not pooled	study sample	not applicable	cell line	coculture with Fusobacterium nucleatum	not synthetic	not available	not available	not available	not applicable	IHW01070	not available	not available	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	W6/32 (pan-HLA class I, from HB95 hybridoma)	PXD022150_IHW01070_Fnucleatum_HLA-I_BR2_R1	proteomic profiling by mass spectrometry	QEP2_11198_YSA_246_1_250320.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022150/QEP2_11198_YSA_246_1_250320.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	NT=HCD;AC=MS:1000422	20 ppm	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	not applicable	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	not applicable	gradient 5-28% acetonitrile over 120 min, 28-35% over 15 min, 35-95% over 15 min, held at 95% for 10 min; 0.35 uL/min; T3 HSS nano-column 75 um x 250 mm, 1.8 um	2020-03-25	QEP2-11198	v1.1.0	sdrf-pipelines v0.1.5	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	PXD022150_IHW01070_Fnucleatum_HLA-I_BR2
PXD022150_IHW01070_Fnucleatum_HLA-I_BR3	Homo sapiens	not available	B cell	3	not pooled	study sample	not applicable	cell line	coculture with Fusobacterium nucleatum	not synthetic	not available	not available	not available	not applicable	IHW01070	not available	not available	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	W6/32 (pan-HLA class I, from HB95 hybridoma)	PXD022150_IHW01070_Fnucleatum_HLA-I_BR3_R1	proteomic profiling by mass spectrometry	QEP2_11198_YSA_247_1_250320_200401132335.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022150/QEP2_11198_YSA_247_1_250320_200401132335.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	NT=HCD;AC=MS:1000422	20 ppm	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	not applicable	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	not applicable	gradient 5-28% acetonitrile over 120 min, 28-35% over 15 min, 35-95% over 15 min, held at 95% for 10 min; 0.35 uL/min; T3 HSS nano-column 75 um x 250 mm, 1.8 um	2020-03-25	QEP2-11198	v1.1.0	sdrf-pipelines v0.1.5	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	PXD022150_IHW01070_Fnucleatum_HLA-I_BR3
PXD022150_IHW01070_Fnucleatum_HLA-II_BR1	Homo sapiens	not available	B cell	1	not pooled	study sample	not applicable	cell line	coculture with Fusobacterium nucleatum	not synthetic	not available	not available	not available	not applicable	IHW01070	not available	not available	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	not available	not available	HB-145 (pan-HLA class II)	PXD022150_IHW01070_Fnucleatum_HLA-II_BR1_R1	proteomic profiling by mass spectrometry	QEP2_11198_YSA_251_1_250320.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022150/QEP2_11198_YSA_251_1_250320.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	NT=HCD;AC=MS:1000422	20 ppm	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	not applicable	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	not applicable	gradient 5-28% acetonitrile over 120 min, 28-35% over 15 min, 35-95% over 15 min, held at 95% for 10 min; 0.35 uL/min; T3 HSS nano-column 75 um x 250 mm, 1.8 um	2020-03-25	QEP2-11198	v1.1.0	sdrf-pipelines v0.1.5	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	PXD022150_IHW01070_Fnucleatum_HLA-II_BR1
PXD022150_IHW01070_Fnucleatum_HLA-II_BR2	Homo sapiens	not available	B cell	2	not pooled	study sample	not applicable	cell line	coculture with Fusobacterium nucleatum	not synthetic	not available	not available	not available	not applicable	IHW01070	not available	not available	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	not available	not available	HB-145 (pan-HLA class II)	PXD022150_IHW01070_Fnucleatum_HLA-II_BR2_R1	proteomic profiling by mass spectrometry	QEP2_11198_YSA_252_1_250320.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022150/QEP2_11198_YSA_252_1_250320.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	NT=HCD;AC=MS:1000422	20 ppm	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	not applicable	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	not applicable	gradient 5-28% acetonitrile over 120 min, 28-35% over 15 min, 35-95% over 15 min, held at 95% for 10 min; 0.35 uL/min; T3 HSS nano-column 75 um x 250 mm, 1.8 um	2020-03-25	QEP2-11198	v1.1.0	sdrf-pipelines v0.1.5	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	PXD022150_IHW01070_Fnucleatum_HLA-II_BR2
PXD022150_IHW01070_Fnucleatum_HLA-II_BR3	Homo sapiens	not available	B cell	3	not pooled	study sample	not applicable	cell line	coculture with Fusobacterium nucleatum	not synthetic	not available	not available	not available	not applicable	IHW01070	not available	not available	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	not available	not available	HB-145 (pan-HLA class II)	PXD022150_IHW01070_Fnucleatum_HLA-II_BR3_R1	proteomic profiling by mass spectrometry	QEP2_11198_YSA_253_1_250320.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022150/QEP2_11198_YSA_253_1_250320.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	NT=HCD;AC=MS:1000422	20 ppm	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	not applicable	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	not applicable	gradient 5-28% acetonitrile over 120 min, 28-35% over 15 min, 35-95% over 15 min, held at 95% for 10 min; 0.35 uL/min; T3 HSS nano-column 75 um x 250 mm, 1.8 um	2020-03-25	QEP2-11198	v1.1.0	sdrf-pipelines v0.1.5	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	PXD022150_IHW01070_Fnucleatum_HLA-II_BR3
PXD022150_THP-1-macrophage_Fnucleatum_HLA-I_BR1	Homo sapiens	blood	macrophage	1	not pooled	study sample	childhood acute monocytic leukemia	cell line	differentiated to macrophages with Tetradecanoylphorbol Acetate and cocultured with Fusobacterium nucleatum	not synthetic	not available	1Y	male	not applicable	THP-1 cell	CVCL_0006	THP-1	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	W6/32 (pan-HLA class I, from HB95 hybridoma)	PXD022150_THP-1-macrophage_Fnucleatum_HLA-I_BR1_R1	proteomic profiling by mass spectrometry	QEP2_11634_YSA_562_1_220720.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022150/QEP2_11634_YSA_562_1_220720.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	NT=HCD;AC=MS:1000422	20 ppm	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	not applicable	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	not applicable	gradient 5-28% acetonitrile over 120 min, 28-35% over 15 min, 35-95% over 15 min, held at 95% for 10 min; 0.35 uL/min; T3 HSS nano-column 75 um x 250 mm, 1.8 um	2020-07-22	QEP2-11634	v1.1.0	sdrf-pipelines v0.1.5	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	PXD022150_THP-1-macrophage_Fnucleatum_HLA-I_BR1
PXD022150_THP-1-macrophage_Fnucleatum_HLA-I_BR2	Homo sapiens	blood	macrophage	2	not pooled	study sample	childhood acute monocytic leukemia	cell line	differentiated to macrophages with Tetradecanoylphorbol Acetate and cocultured with Fusobacterium nucleatum	not synthetic	not available	1Y	male	not applicable	THP-1 cell	CVCL_0006	THP-1	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	W6/32 (pan-HLA class I, from HB95 hybridoma)	PXD022150_THP-1-macrophage_Fnucleatum_HLA-I_BR2_R1	proteomic profiling by mass spectrometry	QEP2_11634_YSA_563_1_220720.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022150/QEP2_11634_YSA_563_1_220720.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	NT=HCD;AC=MS:1000422	20 ppm	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	not applicable	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	not applicable	gradient 5-28% acetonitrile over 120 min, 28-35% over 15 min, 35-95% over 15 min, held at 95% for 10 min; 0.35 uL/min; T3 HSS nano-column 75 um x 250 mm, 1.8 um	2020-07-22	QEP2-11634	v1.1.0	sdrf-pipelines v0.1.5	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	PXD022150_THP-1-macrophage_Fnucleatum_HLA-I_BR2
