source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
200313_V2_PM3_PM_DS_POMPU_2018_15_15	200313_V2_PM3_PM_DS_POMPU_2018_15_15	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200313_V2_PM3_PM_DS_POMPU_2018_15_15	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200313_V2_PM3_PM_DS_POMPU_2018_15_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200313_V2_PM3_PM_DS_POMPU_2018_15_17	200313_V2_PM3_PM_DS_POMPU_2018_15_17	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200313_V2_PM3_PM_DS_POMPU_2018_15_17	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200313_V2_PM3_PM_DS_POMPU_2018_15_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200313_V2_PM3_PM_DS_POMPU_2018_15_19	200313_V2_PM3_PM_DS_POMPU_2018_15_19	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200313_V2_PM3_PM_DS_POMPU_2018_15_19	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200313_V2_PM3_PM_DS_POMPU_2018_15_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200313_V2_PM3_PM_DS_POMPU_2018_15_20	200313_V2_PM3_PM_DS_POMPU_2018_15_20	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200313_V2_PM3_PM_DS_POMPU_2018_15_20	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200313_V2_PM3_PM_DS_POMPU_2018_15_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200315_V2_PM3_PM_DS_POMPU_2018_16_04	200315_V2_PM3_PM_DS_POMPU_2018_16_04	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200315_V2_PM3_PM_DS_POMPU_2018_16_04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200315_V2_PM3_PM_DS_POMPU_2018_16_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200315_V2_PM3_PM_DS_POMPU_2018_16_09	200315_V2_PM3_PM_DS_POMPU_2018_16_09	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200315_V2_PM3_PM_DS_POMPU_2018_16_09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200315_V2_PM3_PM_DS_POMPU_2018_16_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200315_V2_PM3_PM_DS_POMPU_2018_16_12	200315_V2_PM3_PM_DS_POMPU_2018_16_12	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200315_V2_PM3_PM_DS_POMPU_2018_16_12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200315_V2_PM3_PM_DS_POMPU_2018_16_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200315_V2_PM3_PM_DS_POMPU_2018_16_13	200315_V2_PM3_PM_DS_POMPU_2018_16_13	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200315_V2_PM3_PM_DS_POMPU_2018_16_13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200315_V2_PM3_PM_DS_POMPU_2018_16_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200315_V2_PM3_PM_DS_POMPU_2018_16_14	200315_V2_PM3_PM_DS_POMPU_2018_16_14	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200315_V2_PM3_PM_DS_POMPU_2018_16_14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200315_V2_PM3_PM_DS_POMPU_2018_16_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200315_V2_PM3_PM_DS_POMPU_2018_16_20	200315_V2_PM3_PM_DS_POMPU_2018_16_20	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200315_V2_PM3_PM_DS_POMPU_2018_16_20	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200315_V2_PM3_PM_DS_POMPU_2018_16_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200316_V2_PM3_PM_DS_POMPU_2018_17_01	200316_V2_PM3_PM_DS_POMPU_2018_17_01	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200316_V2_PM3_PM_DS_POMPU_2018_17_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200316_V2_PM3_PM_DS_POMPU_2018_17_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200316_V2_PM3_PM_DS_POMPU_2018_17_02	200316_V2_PM3_PM_DS_POMPU_2018_17_02	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200316_V2_PM3_PM_DS_POMPU_2018_17_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200316_V2_PM3_PM_DS_POMPU_2018_17_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200318_V2_PM3_PM_DS_POMPU_2018_18_01	200318_V2_PM3_PM_DS_POMPU_2018_18_01	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200318_V2_PM3_PM_DS_POMPU_2018_18_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200318_V2_PM3_PM_DS_POMPU_2018_18_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200318_V2_PM3_PM_DS_POMPU_2018_18_02	200318_V2_PM3_PM_DS_POMPU_2018_18_02	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200318_V2_PM3_PM_DS_POMPU_2018_18_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200318_V2_PM3_PM_DS_POMPU_2018_18_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200318_V2_PM3_PM_DS_POMPU_2018_18_09	200318_V2_PM3_PM_DS_POMPU_2018_18_09	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200318_V2_PM3_PM_DS_POMPU_2018_18_09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200318_V2_PM3_PM_DS_POMPU_2018_18_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200318_V2_PM3_PM_DS_POMPU_2018_18_10	200318_V2_PM3_PM_DS_POMPU_2018_18_10	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200318_V2_PM3_PM_DS_POMPU_2018_18_10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200318_V2_PM3_PM_DS_POMPU_2018_18_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200318_V2_PM3_PM_DS_POMPU_2018_18_11	200318_V2_PM3_PM_DS_POMPU_2018_18_11	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200318_V2_PM3_PM_DS_POMPU_2018_18_11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200318_V2_PM3_PM_DS_POMPU_2018_18_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200318_V2_PM3_PM_DS_POMPU_2018_18_13	200318_V2_PM3_PM_DS_POMPU_2018_18_13	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200318_V2_PM3_PM_DS_POMPU_2018_18_13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200318_V2_PM3_PM_DS_POMPU_2018_18_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200318_V2_PM3_PM_DS_POMPU_2018_18_16	200318_V2_PM3_PM_DS_POMPU_2018_18_16	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200318_V2_PM3_PM_DS_POMPU_2018_18_16	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200318_V2_PM3_PM_DS_POMPU_2018_18_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200318_V2_PM3_PM_DS_POMPU_2018_18_17	200318_V2_PM3_PM_DS_POMPU_2018_18_17	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200318_V2_PM3_PM_DS_POMPU_2018_18_17	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200318_V2_PM3_PM_DS_POMPU_2018_18_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
