source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[condition]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	assay name	technology type	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[technical replicate]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[study group]	comment[run role]	comment[acquisition branch]	comment[replicate provenance]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[background cell line]	comment[spike amount basis]	comment[injected total peptide amount]	comment[original sample name]	comment[original acquisition]	comment[annotation source]	comment[annotation provenance]	factor value[condition]
PMC6944235_GS2	Mus musculus	not applicable	not available	not applicable	1	GS2	CT=protein;AC=P37840;QY=10 pmol	CT=protein;AC=P02754;QY=0.1 pmol	CT=protein;AC=P02671;QY=5 pmol	CT=protein;AC=P02675;QY=5 pmol	CT=protein;AC=P02679;QY=5 pmol	CT=protein;AC=P13006;QY=1 pmol	CT=protein;AC=P69905;QY=5 pmol	CT=protein;AC=P68871;QY=5 pmol	CT=protein;AC=P20261;QY=0.5 pmol	CT=protein;AC=P32946;QY=0.5 pmol	CT=protein;AC=P32947;QY=0.5 pmol	CT=protein;AC=P00698;QY=10 pmol	CT=protein;AC=P68082;QY=0.1 pmol	PXD012987_QExHF04028	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04028.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04028.raw	PMC6944235	spectral library	GS_IS_30	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_2a	PXD012986/QExHF04028.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS2
PMC6944235_GS3	Mus musculus	not applicable	not available	not applicable	1	GS3	CT=protein;AC=P37840;QY=0.5 pmol	CT=protein;AC=P02754;QY=5 pmol	CT=protein;AC=P02671;QY=1 pmol	CT=protein;AC=P02675;QY=1 pmol	CT=protein;AC=P02679;QY=1 pmol	CT=protein;AC=P13006;QY=10 pmol	CT=protein;AC=P69905;QY=10 pmol	CT=protein;AC=P68871;QY=10 pmol	CT=protein;AC=P20261;QY=1 pmol	CT=protein;AC=P32946;QY=1 pmol	CT=protein;AC=P32947;QY=1 pmol	CT=protein;AC=P00698;QY=0.1 pmol	CT=protein;AC=P68082;QY=5 pmol	PXD012987_QExHF04030	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04030.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04030.raw	PMC6944235	spectral library	GS_IS_30	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_3a	PXD012986/QExHF04030.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS3
PMC6944235_GS4	Mus musculus	not applicable	not available	not applicable	1	GS4	CT=protein;AC=P37840;QY=0.1 pmol	CT=protein;AC=P02754;QY=10 pmol	CT=protein;AC=P02671;QY=0.5 pmol	CT=protein;AC=P02675;QY=0.5 pmol	CT=protein;AC=P02679;QY=0.5 pmol	CT=protein;AC=P13006;QY=5 pmol	CT=protein;AC=P69905;QY=1 pmol	CT=protein;AC=P68871;QY=1 pmol	CT=protein;AC=P20261;QY=5 pmol	CT=protein;AC=P32946;QY=5 pmol	CT=protein;AC=P32947;QY=5 pmol	CT=protein;AC=P00698;QY=0.5 pmol	CT=protein;AC=P68082;QY=10 pmol	PXD012987_QExHF04032	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04032.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04032.raw	PMC6944235	spectral library	GS_IS_30	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_4a	PXD012986/QExHF04032.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS4
PMC6944235_GS5	Mus musculus	not applicable	not available	not applicable	1	GS5	CT=protein;AC=P37840;QY=5 pmol	CT=protein;AC=P02754;QY=1 pmol	CT=protein;AC=P02671;QY=0.1 pmol	CT=protein;AC=P02675;QY=0.1 pmol	CT=protein;AC=P02679;QY=0.1 pmol	CT=protein;AC=P13006;QY=0.5 pmol	CT=protein;AC=P69905;QY=0.1 pmol	CT=protein;AC=P68871;QY=0.1 pmol	CT=protein;AC=P20261;QY=10 pmol	CT=protein;AC=P32946;QY=10 pmol	CT=protein;AC=P32947;QY=10 pmol	CT=protein;AC=P00698;QY=1 pmol	CT=protein;AC=P68082;QY=0.5 pmol	PXD012987_QExHF04034	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04034.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04034.raw	PMC6944235	spectral library	GS_IS_30	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_5a	PXD012986/QExHF04034.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS5
PMC6944235_GS1	Mus musculus	not applicable	not available	not applicable	1	GS1	CT=protein;AC=P37840;QY=1 pmol	CT=protein;AC=P02754;QY=0.5 pmol	CT=protein;AC=P02671;QY=10 pmol	CT=protein;AC=P02675;QY=10 pmol	CT=protein;AC=P02679;QY=10 pmol	CT=protein;AC=P13006;QY=0.1 pmol	CT=protein;AC=P69905;QY=0.5 pmol	CT=protein;AC=P68871;QY=0.5 pmol	CT=protein;AC=P20261;QY=0.1 pmol	CT=protein;AC=P32946;QY=0.1 pmol	CT=protein;AC=P32947;QY=0.1 pmol	CT=protein;AC=P00698;QY=5 pmol	CT=protein;AC=P68082;QY=1 pmol	PXD012987_QExHF04036	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04036.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04036.raw	PMC6944235	spectral library	GS_IS_30	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_1b	PXD012986/QExHF04036.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS1
PMC6944235_GS2	Mus musculus	not applicable	not available	not applicable	1	GS2	CT=protein;AC=P37840;QY=10 pmol	CT=protein;AC=P02754;QY=0.1 pmol	CT=protein;AC=P02671;QY=5 pmol	CT=protein;AC=P02675;QY=5 pmol	CT=protein;AC=P02679;QY=5 pmol	CT=protein;AC=P13006;QY=1 pmol	CT=protein;AC=P69905;QY=5 pmol	CT=protein;AC=P68871;QY=5 pmol	CT=protein;AC=P20261;QY=0.5 pmol	CT=protein;AC=P32946;QY=0.5 pmol	CT=protein;AC=P32947;QY=0.5 pmol	CT=protein;AC=P00698;QY=10 pmol	CT=protein;AC=P68082;QY=0.1 pmol	PXD012987_QExHF04038	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04038.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04038.raw	PMC6944235	spectral library	GS_IS_30	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_2b	PXD012986/QExHF04038.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS2
PMC6944235_GS3	Mus musculus	not applicable	not available	not applicable	1	GS3	CT=protein;AC=P37840;QY=0.5 pmol	CT=protein;AC=P02754;QY=5 pmol	CT=protein;AC=P02671;QY=1 pmol	CT=protein;AC=P02675;QY=1 pmol	CT=protein;AC=P02679;QY=1 pmol	CT=protein;AC=P13006;QY=10 pmol	CT=protein;AC=P69905;QY=10 pmol	CT=protein;AC=P68871;QY=10 pmol	CT=protein;AC=P20261;QY=1 pmol	CT=protein;AC=P32946;QY=1 pmol	CT=protein;AC=P32947;QY=1 pmol	CT=protein;AC=P00698;QY=0.1 pmol	CT=protein;AC=P68082;QY=5 pmol	PXD012987_QExHF04040	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04040.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04040.raw	PMC6944235	spectral library	GS_IS_30	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_3b	PXD012986/QExHF04040.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS3
PMC6944235_GS4	Mus musculus	not applicable	not available	not applicable	1	GS4	CT=protein;AC=P37840;QY=0.1 pmol	CT=protein;AC=P02754;QY=10 pmol	CT=protein;AC=P02671;QY=0.5 pmol	CT=protein;AC=P02675;QY=0.5 pmol	CT=protein;AC=P02679;QY=0.5 pmol	CT=protein;AC=P13006;QY=5 pmol	CT=protein;AC=P69905;QY=1 pmol	CT=protein;AC=P68871;QY=1 pmol	CT=protein;AC=P20261;QY=5 pmol	CT=protein;AC=P32946;QY=5 pmol	CT=protein;AC=P32947;QY=5 pmol	CT=protein;AC=P00698;QY=0.5 pmol	CT=protein;AC=P68082;QY=10 pmol	PXD012987_QExHF04042	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04042.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04042.raw	PMC6944235	spectral library	GS_IS_30	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_4b	PXD012986/QExHF04042.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS4
PMC6944235_GS5	Mus musculus	not applicable	not available	not applicable	1	GS5	CT=protein;AC=P37840;QY=5 pmol	CT=protein;AC=P02754;QY=1 pmol	CT=protein;AC=P02671;QY=0.1 pmol	CT=protein;AC=P02675;QY=0.1 pmol	CT=protein;AC=P02679;QY=0.1 pmol	CT=protein;AC=P13006;QY=0.5 pmol	CT=protein;AC=P69905;QY=0.1 pmol	CT=protein;AC=P68871;QY=0.1 pmol	CT=protein;AC=P20261;QY=10 pmol	CT=protein;AC=P32946;QY=10 pmol	CT=protein;AC=P32947;QY=10 pmol	CT=protein;AC=P00698;QY=1 pmol	CT=protein;AC=P68082;QY=0.5 pmol	PXD012987_QExHF04044	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04044.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04044.raw	PMC6944235	spectral library	GS_IS_30	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_5b	PXD012986/QExHF04044.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS5
PMC6944235_GS1	Mus musculus	not applicable	not available	not applicable	1	GS1	CT=protein;AC=P37840;QY=1 pmol	CT=protein;AC=P02754;QY=0.5 pmol	CT=protein;AC=P02671;QY=10 pmol	CT=protein;AC=P02675;QY=10 pmol	CT=protein;AC=P02679;QY=10 pmol	CT=protein;AC=P13006;QY=0.1 pmol	CT=protein;AC=P69905;QY=0.5 pmol	CT=protein;AC=P68871;QY=0.5 pmol	CT=protein;AC=P20261;QY=0.1 pmol	CT=protein;AC=P32946;QY=0.1 pmol	CT=protein;AC=P32947;QY=0.1 pmol	CT=protein;AC=P00698;QY=5 pmol	CT=protein;AC=P68082;QY=1 pmol	PXD012987_QExHF04046	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04046.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04046.raw	PMC6944235	spectral library	GS_IS_30	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_1c	PXD012986/QExHF04046.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS1
PMC6944235_GS2	Mus musculus	not applicable	not available	not applicable	1	GS2	CT=protein;AC=P37840;QY=10 pmol	CT=protein;AC=P02754;QY=0.1 pmol	CT=protein;AC=P02671;QY=5 pmol	CT=protein;AC=P02675;QY=5 pmol	CT=protein;AC=P02679;QY=5 pmol	CT=protein;AC=P13006;QY=1 pmol	CT=protein;AC=P69905;QY=5 pmol	CT=protein;AC=P68871;QY=5 pmol	CT=protein;AC=P20261;QY=0.5 pmol	CT=protein;AC=P32946;QY=0.5 pmol	CT=protein;AC=P32947;QY=0.5 pmol	CT=protein;AC=P00698;QY=10 pmol	CT=protein;AC=P68082;QY=0.1 pmol	PXD012987_QExHF04048	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04048.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04048.raw	PMC6944235	spectral library	GS_IS_30	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_2c	PXD012986/QExHF04048.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS2
PMC6944235_GS3	Mus musculus	not applicable	not available	not applicable	1	GS3	CT=protein;AC=P37840;QY=0.5 pmol	CT=protein;AC=P02754;QY=5 pmol	CT=protein;AC=P02671;QY=1 pmol	CT=protein;AC=P02675;QY=1 pmol	CT=protein;AC=P02679;QY=1 pmol	CT=protein;AC=P13006;QY=10 pmol	CT=protein;AC=P69905;QY=10 pmol	CT=protein;AC=P68871;QY=10 pmol	CT=protein;AC=P20261;QY=1 pmol	CT=protein;AC=P32946;QY=1 pmol	CT=protein;AC=P32947;QY=1 pmol	CT=protein;AC=P00698;QY=0.1 pmol	CT=protein;AC=P68082;QY=5 pmol	PXD012987_QExHF04050	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04050.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04050.raw	PMC6944235	spectral library	GS_IS_30	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_3c	PXD012986/QExHF04050.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS3
