source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[spiked compound]	characteristics[biological replicate]	characteristics[material description]	assay name	technology type	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[file uri]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[annotation source]	comment[sdrf annotation tool]	comment[annotation provenance]	comment[author condition]	comment[search parameter source]	comment[replicate provenance]	factor value[spiked compound]
UPS1_Norm_Mixture1_126	Homo sapiens	not applicable	not applicable	not applicable	CT=reference;CN=UPS1;QY=286.5 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 2	proteomic profiling by mass spectrometry	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	2	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Norm	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=reference;CN=UPS1;QY=286.5 fmol
UPS1_0.667_Mixture1_127N	Homo sapiens	not applicable	not applicable	not applicable	CT=spike-in;CN=UPS1;QY=333 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 2	proteomic profiling by mass spectrometry	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	2	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	0.667	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=spike-in;CN=UPS1;QY=333 fmol
UPS1_0.125_Mixture1_127C	Homo sapiens	not applicable	not applicable	not applicable	CT=spike-in;CN=UPS1;QY=62.5 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 2	proteomic profiling by mass spectrometry	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	2	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	0.125	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=spike-in;CN=UPS1;QY=62.5 fmol
UPS1_0.5_Mixture1_128N	Homo sapiens	not applicable	not applicable	not applicable	CT=spike-in;CN=UPS1;QY=250 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 2	proteomic profiling by mass spectrometry	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	2	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	0.5	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=spike-in;CN=UPS1;QY=250 fmol
UPS1_1_Mixture1_128C	Homo sapiens	not applicable	not applicable	not applicable	CT=spike-in;CN=UPS1;QY=500 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 2	proteomic profiling by mass spectrometry	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	2	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	1	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=spike-in;CN=UPS1;QY=500 fmol
UPS1_0.125_Mixture1_129N	Homo sapiens	not applicable	not applicable	not applicable	CT=spike-in;CN=UPS1;QY=62.5 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 2	proteomic profiling by mass spectrometry	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	2	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	0.125	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=spike-in;CN=UPS1;QY=62.5 fmol
UPS1_0.5_Mixture1_129C	Homo sapiens	not applicable	not applicable	not applicable	CT=spike-in;CN=UPS1;QY=250 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 2	proteomic profiling by mass spectrometry	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	2	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	0.5	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=spike-in;CN=UPS1;QY=250 fmol
UPS1_1_Mixture1_130N	Homo sapiens	not applicable	not applicable	not applicable	CT=spike-in;CN=UPS1;QY=500 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 2	proteomic profiling by mass spectrometry	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	2	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	1	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=spike-in;CN=UPS1;QY=500 fmol
UPS1_0.667_Mixture1_130C	Homo sapiens	not applicable	not applicable	not applicable	CT=spike-in;CN=UPS1;QY=333 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 2	proteomic profiling by mass spectrometry	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	2	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	0.667	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=spike-in;CN=UPS1;QY=333 fmol
UPS1_Norm_Mixture1_131	Homo sapiens	not applicable	not applicable	not applicable	CT=reference;CN=UPS1;QY=286.5 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 2	proteomic profiling by mass spectrometry	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	2	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Norm	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=reference;CN=UPS1;QY=286.5 fmol
UPS1_Norm_Mixture1_126	Homo sapiens	not applicable	not applicable	not applicable	CT=reference;CN=UPS1;QY=286.5 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 3	proteomic profiling by mass spectrometry	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	3	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_03.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Norm	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=reference;CN=UPS1;QY=286.5 fmol
UPS1_0.667_Mixture1_127N	Homo sapiens	not applicable	not applicable	not applicable	CT=spike-in;CN=UPS1;QY=333 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 3	proteomic profiling by mass spectrometry	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	3	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_03.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	0.667	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=spike-in;CN=UPS1;QY=333 fmol
UPS1_0.125_Mixture1_127C	Homo sapiens	not applicable	not applicable	not applicable	CT=spike-in;CN=UPS1;QY=62.5 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 3	proteomic profiling by mass spectrometry	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	3	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_03.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	0.125	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=spike-in;CN=UPS1;QY=62.5 fmol
UPS1_0.5_Mixture1_128N	Homo sapiens	not applicable	not applicable	not applicable	CT=spike-in;CN=UPS1;QY=250 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 3	proteomic profiling by mass spectrometry	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	3	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_03.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	0.5	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=spike-in;CN=UPS1;QY=250 fmol
UPS1_1_Mixture1_128C	Homo sapiens	not applicable	not applicable	not applicable	CT=spike-in;CN=UPS1;QY=500 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 3	proteomic profiling by mass spectrometry	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	3	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_03.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	1	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=spike-in;CN=UPS1;QY=500 fmol
UPS1_0.125_Mixture1_129N	Homo sapiens	not applicable	not applicable	not applicable	CT=spike-in;CN=UPS1;QY=62.5 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 3	proteomic profiling by mass spectrometry	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	3	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_03.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	0.125	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=spike-in;CN=UPS1;QY=62.5 fmol
UPS1_0.5_Mixture1_129C	Homo sapiens	not applicable	not applicable	not applicable	CT=spike-in;CN=UPS1;QY=250 fmol	1	TMT10-labeled peptide mixture of SILAC HeLa background and UPS1 protein-standard digest; reference channels contain pooled UPS1 dilution-series material.	run 3	proteomic profiling by mass spectrometry	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	not available	not available	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	3	1	https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fraw%2FRawFiles%2F161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_03.raw&forceDownload=true	NT=Data-dependent acquisition;AC=PRIDE:0000627	161122_SILAC_HeLa_UPS1_TMT10_MS2_Mixture1_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015261 | https://pmc.ncbi.nlm.nih.gov/articles/PMC8015007/ | https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000084266%2Fmetadata%2FSpikeIn5mix_MS2_PD_annotation.csv&forceDownload=true	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	0.5	Original Proteome Discoverer/Mascot modification settings and search tolerances not recovered from the primary sources examined. TMT10/SILAC sample labelling is documented separately; local reanalysis settings are not original experimental metadata.	Five independently prepared TMT10 mixtures, each measured in three LC-MS injections. Duplicate channels at each UPS1 concentration and pooled reference contain controlled digests, without biological variation (PMC8015007).	CT=spike-in;CN=UPS1;QY=250 fmol
