source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[biological replicate]	characteristics[treatment]	characteristics[sampling time]	characteristics[spiked compound]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
Mouse-proteinShake_28_DSS_-_Ileum	Mus musculus	ileum	colitis	adult	not available	not available	4	DSS	not available	not applicable	HFX_EE_20257_Ileum_DSS_28_11012024	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_20257_Ileum_DSS_28_11012024.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	DSS
Mouse-proteinShake_30_DSS_-_Ileum	Mus musculus	ileum	colitis	adult	not available	not available	5	DSS	not available	not applicable	HFX_EE_20257_Ileum_DSS_30_11012024	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_20257_Ileum_DSS_30_11012024.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	DSS
Mouse-proteinShake_-_ProteinShake_-_ProteinShake	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	ProteinShake	not available	not applicable	HFX_EE_20257_Protein_shake_11012024	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	HFX_EE_20257_Protein_shake_11012024.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	ProteinShake
Mouse-Targeted_SFB_-_-_-_-	Mus musculus	not available	not available	adult	not available	not available	1	not applicable	not available	not applicable	QEP2_5593_Conditioning_2H_060917_170913005954	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	QEP2_5593_Conditioning_2H_060917_170913005954.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	not applicable
Mouse-Targeted_SFB_-_GF_PBS_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+PBS	not available	not applicable	QEP2_5593_EEL_C_GF-1_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	QEP2_5593_EEL_C_GF-1_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+PBS
Mouse-Targeted_SFB_-_GF_PBS_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+PBS	not available	not applicable	QEP2_5593_EEL_C_GF-2_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	QEP2_5593_EEL_C_GF-2_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+PBS
Mouse-Targeted_SFB_-_GF_PBS_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+PBS	not available	not applicable	QEP2_5593_EEL_C_GF-3_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	3	QEP2_5593_EEL_C_GF-3_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+PBS
Mouse-Targeted_SFB_-_GF_PBS_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+PBS	not available	not applicable	QEP2_5593_EEL_C_GF-4_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	4	QEP2_5593_EEL_C_GF-4_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+PBS
Mouse-Targeted_SFB_-_GF_PBS_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+PBS	not available	not applicable	QEP2_5593_EEL_C_GF-5_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	5	QEP2_5593_EEL_C_GF-5_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+PBS
Mouse-Targeted_SFB_-_GF_PBS_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+PBS	not available	not applicable	QEP2_5593_EEL_C_GF-6_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	6	QEP2_5593_EEL_C_GF-6_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+PBS
Mouse-Targeted_SFB_-_GF_PBS_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+PBS	not available	not applicable	QEP2_5593_EEL_C_GF-7_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	7	QEP2_5593_EEL_C_GF-7_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+PBS
Mouse-Targeted_SFB_-_GF_mSFB_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+mSFB	not available	not applicable	QEP2_5593_EEL_C_mSFB-1_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	QEP2_5593_EEL_C_mSFB-1_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+mSFB
Mouse-Targeted_SFB_-_GF_mSFB_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+mSFB	not available	not applicable	QEP2_5593_EEL_C_mSFB-2_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	QEP2_5593_EEL_C_mSFB-2_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+mSFB
Mouse-Targeted_SFB_-_GF_mSFB_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+mSFB	not available	not applicable	QEP2_5593_EEL_C_mSFB-3_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	3	QEP2_5593_EEL_C_mSFB-3_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+mSFB
Mouse-Targeted_SFB_-_GF_mSFB_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+mSFB	not available	not applicable	QEP2_5593_EEL_C_mSFB-4_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	4	QEP2_5593_EEL_C_mSFB-4_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+mSFB
Mouse-Targeted_SFB_-_GF_mSFB_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+mSFB	not available	not applicable	QEP2_5593_EEL_C_mSFB-5_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	5	QEP2_5593_EEL_C_mSFB-5_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+mSFB
Mouse-Targeted_SFB_-_GF_rSFB_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+rSFB	not available	not applicable	QEP2_5593_EEL_C_rSFB-1_1_060917_170913051559	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	QEP2_5593_EEL_C_rSFB-1_1_060917_170913051559.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+rSFB
Mouse-Targeted_SFB_-_GF_rSFB_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+rSFB	not available	not applicable	QEP2_5593_EEL_C_rSFB-2_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	QEP2_5593_EEL_C_rSFB-2_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+rSFB
Mouse-Targeted_SFB_-_GF_rSFB_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+rSFB	not available	not applicable	QEP2_5593_EEL_C_rSFB-3_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	3	QEP2_5593_EEL_C_rSFB-3_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+rSFB
Mouse-Targeted_SFB_-_GF_rSFB_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+rSFB	not available	not applicable	QEP2_5593_EEL_C_rSFB-4_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	4	QEP2_5593_EEL_C_rSFB-4_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+rSFB
Mouse-Targeted_SFB_-_GF_rSFB_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+rSFB	not available	not applicable	QEP2_5593_EEL_C_rSFB-5_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	5	QEP2_5593_EEL_C_rSFB-5_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+rSFB
Mouse-Targeted_SFB_-_GF_rSFB_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+rSFB	not available	not applicable	QEP2_5593_EEL_C_rSFB-6_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	6	QEP2_5593_EEL_C_rSFB-6_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+rSFB
Mouse-Targeted_SFB_-_GF_SPF_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+SPF	not available	not applicable	QEP2_5593_EEL_C_SPF-1_1_060917_170913072403	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	QEP2_5593_EEL_C_SPF-1_1_060917_170913072403.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+SPF
Mouse-Targeted_SFB_-_GF_SPF_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+SPF	not available	not applicable	QEP2_5593_EEL_C_SPF-2_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	QEP2_5593_EEL_C_SPF-2_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+SPF
Mouse-Targeted_SFB_-_GF_SPF_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+SPF	not available	not applicable	QEP2_5593_EEL_C_SPF-3_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	3	QEP2_5593_EEL_C_SPF-3_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+SPF
Mouse-Targeted_SFB_-_GF_SPF_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+SPF	not available	not applicable	QEP2_5593_EEL_C_SPF-4_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	4	QEP2_5593_EEL_C_SPF-4_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+SPF
Mouse-Targeted_SFB_-_GF_SPF_-_Colon	Mus musculus	colon	normal	adult	not available	not available	1	GF+SPF	not available	not applicable	QEP2_5593_EEL_C_SPF-5_1_060917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	5	QEP2_5593_EEL_C_SPF-5_1_060917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+SPF
Mouse-Targeted_SFB_-_GF_PBS_-_SI	Mus musculus	small intestine	normal	adult	not available	not available	1	GF+PBS	not available	not applicable	QEP2_5593_EEL_SI_GF-1_2H_tMS2_161117	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	QEP2_5593_EEL_SI_GF-1_2H_tMS2_161117.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+PBS
Mouse-Targeted_SFB_-_GF_PBS_-_SI	Mus musculus	small intestine	normal	adult	not available	not available	1	GF+PBS	not available	not applicable	QEP2_5593_EEL_SI_GF-2_2H_tMS2_161117	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	QEP2_5593_EEL_SI_GF-2_2H_tMS2_161117.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+PBS
Mouse-Targeted_SFB_-_GF_PBS_-_SI	Mus musculus	small intestine	normal	adult	not available	not available	1	GF+PBS	not available	not applicable	QEP2_5593_EEL_SI_GF-3_2H_tMS2_161117	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	3	QEP2_5593_EEL_SI_GF-3_2H_tMS2_161117.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	GF+PBS
